video_id,start_time_seconds,end_time_seconds,labels
c3jKH_VWDuw,80.0,90.0,[72]
c3T1gWSVp6c,140.0,150.0,"[248, 137]"
c31HkFqWLAk,70.0,80.0,"[300, 343]"
F8vCpX0OUUI,30.0,40.0,[493]
F8TXLPrzvME,60.0,70.0,[404]
F8Zt3mYlOqU,90.0,100.0,[72]
F8gNKcem_1M,80.0,90.0,"[379, 300]"
F8lBDnu-afQ,120.0,130.0,[300]
F8wGRd9332s,30.0,40.0,[137]
vGkdEGzt3SQ,230.0,240.0,[426]
vG0QJ3bjfqk,220.0,230.0,[137]
vGQMNsxqXno,90.0,100.0,"[283, 404]"
vGdfIUCkVEU,100.0,110.0,"[0, 14]"
vGd6Z1DHbNE,0.0,10.0,"[0, 513, 510]"
vG0FGgJlDGw,30.0,40.0,[137]
qQvZN9De6jk,0.0,10.0,[72]
qQvFxArQnxw,110.0,120.0,"[0, 137, 498]"
qQftDhgC51A,90.0,100.0,[298]
qQpYLHEnu28,30.0,40.0,"[0, 343]"
qQXDD_qpblY,240.0,250.0,"[491, 300]"
qQ4XR5tnDdg,40.0,50.0,"[0, 288, 444]"
pE4ckWU11NA,560.0,570.0,"[0, 300, 341, 510]"
pELIBvAnbkY,170.0,180.0,"[216, 137, 226, 217]"
pEnzIOeXAzI,150.0,160.0,[72]
pExh2tAcfOM,30.0,40.0,"[0, 465, 471]"
pEwS6giexfg,20.0,30.0,"[300, 509, 343]"
HZywXtkSiCE,10.0,20.0,"[0, 68, 509]"
HZGRubkzUHw,30.0,40.0,"[72, 137]"
HZyGvoZ0Tag,13.0,23.0,[380]
HZkf_MYRRnU,60.0,70.0,"[0, 41]"
HZVKl0q1WI4,40.0,50.0,"[16, 506]"
HZiZYd9DE9Q,100.0,110.0,"[0, 388]"
HZJGb67aTnw,50.0,60.0,"[137, 282]"
HZ_ipIfm_Fg,0.0,10.0,[388]
HZhuIUFjCKo,30.0,40.0,"[0, 72]"
BN63M3_lPCQ,170.0,180.0,"[0, 137, 264]"
BNb8AV5xz20,24.0,34.0,"[0, 137, 388]"
BNJh10pkuAw,170.0,180.0,"[0, 388, 300]"
vo-o3dG8Oq0,30.0,40.0,"[137, 229]"
voHJul8HHVE,40.0,50.0,"[0, 58]"
voufpP56Sgw,30.0,40.0,[72]
voFGIdOfwew,530.0,540.0,[300]
vox5sVAAKpc,0.0,10.0,[300]
gi-Ajdnpfdc,30.0,40.0,"[0, 437]"
giQhC1o1F18,30.0,40.0,[377]
giZni6C5rKk,110.0,120.0,[137]
y63vbjQjajs,110.0,120.0,[72]
y6iMm7Pltq0,30.0,40.0,"[137, 275, 237]"
y62kbFHfdX0,300.0,310.0,"[0, 404]"
y6jEec1e6Gw,30.0,40.0,"[0, 343]"
y6EpGVIotA0,300.0,310.0,"[0, 137, 388]"
y6tnyCHq6xE,80.0,90.0,[72]
y6R58_iLdJA,1.0,11.0,[72]
y6aPTI3QuMY,3.0,13.0,"[0, 378]"
ssB_RSbKKS4,10.0,20.0,"[0, 137, 506, 72]"
sspVoY8hZEY,110.0,120.0,"[0, 47]"
YxAgqTvPel0,30.0,40.0,"[512, 137]"
YxVcJ81cUG8,30.0,40.0,[72]
Yx7dmtaNbZY,260.0,270.0,"[0, 55]"
YxkYVsE0UdQ,50.0,60.0,"[137, 511]"
YxQzJweGS2c,160.0,170.0,"[137, 252, 271]"
YxpZFn8EojQ,30.0,40.0,"[513, 300, 343]"
YxRbaNArrdA,400.0,410.0,"[0, 513, 298, 300]"
YxbbDLfaO3A,30.0,40.0,"[137, 388]"
Yxdd4q90B0E,20.0,30.0,"[288, 283, 300]"
YxZuWRiKvZw,40.0,50.0,[343]
w3z2TceWhzE,40.0,50.0,[16]
w3YFcMnl_dE,460.0,470.0,[388]
w35p3oCU0g4,20.0,30.0,[137]
w3gb47Cb5Ko,50.0,60.0,[137]
RMcuQrVFhDk,30.0,40.0,"[288, 72]"
RMjmuLRyyKE,0.0,10.0,"[0, 426, 510]"
RMWlTF-56oE,30.0,40.0,"[280, 137]"
RM4IjR3DtrQ,60.0,70.0,"[137, 254]"
RM0RELBtdfc,490.0,500.0,[137]
Jfk8E7OSzHk,30.0,40.0,[300]
Jfo33STND68,30.0,40.0,"[137, 27, 260]"
JfIg56zviXQ,30.0,40.0,"[0, 383]"
JfQZeAIHg3s,70.0,80.0,[426]
YBRq3iGL9Ww,70.0,80.0,[137]
YB59UCftnr8,0.0,10.0,[465]
YB28WMv7wUE,0.0,10.0,"[137, 282]"
YByNLBvfpiw,370.0,380.0,"[418, 437]"
YB_PzRgHOeo,30.0,40.0,"[232, 137]"
YBbvQ0RPrG8,100.0,110.0,"[0, 137, 462]"
YB3n7rkGq3I,240.0,250.0,[518]
YBCYwcqxRQU,80.0,90.0,"[506, 6]"
vqodL2vPir8,200.0,210.0,"[0, 506, 444]"
vqVsEaMWYJQ,360.0,370.0,"[300, 509]"
vqdE6gs3xMs,260.0,270.0,[72]
vqhJYScDw9k,190.0,200.0,"[388, 300]"
vqAvctqSzmg,60.0,70.0,[362]
vqiAPslxrqI,50.0,60.0,"[0, 16]"
vqRFzhWik2c,240.0,250.0,"[137, 226, 27, 217]"
bpYciusD_Bo,10.0,20.0,"[8, 137]"
bpM749nf0Xw,110.0,120.0,"[0, 41]"
bpKr8FCVfm8,210.0,220.0,[457]
bpcy8yPHk6I,200.0,210.0,"[72, 53]"
bpjMpKxsBAs,490.0,500.0,[137]
bp9zcy-gjS8,90.0,100.0,[239]
bp8lYEd5vm0,160.0,170.0,[137]
2UnlMwW8nyI,30.0,40.0,"[137, 279]"
2USN_O7wvks,30.0,40.0,"[137, 27]"
2UY_-oF1vqo,30.0,40.0,"[137, 251]"
2Ui85-AOLyo,30.0,40.0,"[137, 474, 506]"
ENYQkXnG860,130.0,140.0,[288]
ENQHBEQwnqQ,30.0,40.0,"[0, 49, 137]"
EN5mN3xpQ-s,180.0,190.0,"[137, 27]"
ENRuuwVZrpY,80.0,90.0,"[72, 137]"
ENULEDUk3QU,30.0,40.0,[501]
EN_FOFkxAEw,240.0,250.0,[137]
ENijCtYalGA,280.0,290.0,"[0, 507, 61]"
lsVvktXypc4,330.0,340.0,[458]
lst8dwdCJAo,120.0,130.0,[137]
lsrlvha5Z_M,10.0,20.0,"[300, 509]"
x0QrWlWcft0,60.0,70.0,[137]
x02-MYAXrps,2.0,12.0,"[0, 137]"
x0JRvgGFTBc,0.0,10.0,[137]
Lhyr_FUQb8M,240.0,250.0,[369]
Lhw0H3P4zUE,190.0,200.0,[137]
LhoAhixpQUc,10.0,20.0,"[0, 506, 444]"
LhL_F9wQSvg,320.0,330.0,"[0, 362]"
Lh-PtHsdFeA,340.0,350.0,"[0, 137, 354]"
Lhi3z3NnhbA,50.0,60.0,[239]
LhVooeKuLf0,490.0,500.0,"[510, 375]"
x9XWxD6cJuY,90.0,100.0,"[0, 137, 388]"
x9cAvskF76k,30.0,40.0,"[0, 16]"
x91bXKFupMQ,480.0,490.0,"[137, 27, 273]"
x9Kkv8j42mI,30.0,40.0,"[0, 137, 2]"
x9bcsYF_by8,230.0,240.0,[137]
x9P9Xy6qiHA,20.0,30.0,"[0, 59]"
x9xXU30ktcY,50.0,60.0,"[137, 239]"
x9WOvz9AOLk,170.0,180.0,[490]
kLdHpgN9kwU,10.0,20.0,"[0, 137, 64]"
kLEyxQv3l0U,0.0,10.0,[137]
kLKqm-SRBW0,30.0,40.0,"[0, 15]"
kLh99VaBZ0I,90.0,100.0,[505]
ZDB9fuxt1zc,30.0,40.0,[137]
ZDPqrA4-jK0,30.0,40.0,[283]
ZDCIKxL-hEY,40.0,50.0,[137]
ZDlbmp_qaa8,140.0,150.0,[418]
ZD6bQ3DQSLA,210.0,220.0,"[137, 27, 477, 219]"
ZDusM6OE1DE,40.0,50.0,"[137, 274]"
ZDqn4RgvUdQ,0.0,10.0,[137]
ZDrgMLTZd60,400.0,410.0,"[0, 368]"
ZDXdfTiynus,50.0,60.0,"[0, 16, 137]"
gsc_hF1Q88M,11.0,21.0,"[0, 16, 137]"
gsiHd1slzFg,20.0,30.0,"[444, 374]"
gsXs1jCfR_A,250.0,260.0,[373]
gsIB8HjsRtw,100.0,110.0,"[137, 229]"
gsEk62Efbh4,140.0,150.0,"[248, 137]"
f0SxaRjXhEA,60.0,70.0,[354]
f0QgJBvfEpc,30.0,40.0,"[0, 16]"
f0nYKgkFvMM,7.0,17.0,[22]
f0-p4aQwUWY,170.0,180.0,[72]
f0diQ4g3vuY,30.0,40.0,[300]
aR6rdYh_UpQ,40.0,50.0,[137]
aRGAnD12qdw,40.0,50.0,[137]
aRb7xGc92aE,30.0,40.0,[366]
hVikKRODjbI,110.0,120.0,"[137, 252, 470]"
hVS6bB3VFoQ,210.0,220.0,"[288, 444]"
hVkLZhHG8UI,180.0,190.0,[499]
hV90uHHAgxc,130.0,140.0,[137]
hVXaWkX_KOw,430.0,440.0,[426]
hV1vyMps9i0,170.0,180.0,"[8, 69]"
hVZKJt4WzxM,20.0,30.0,[227]
hVVrl9FkKnY,240.0,250.0,"[137, 251]"
q_rPTSzG_xE,30.0,40.0,[483]
q_ClDJNpFV8,60.0,70.0,"[137, 457]"
q_o1hV7pQQM,90.0,100.0,"[137, 477]"
gUnmimbP_lE,10.0,20.0,[40]
gUBxjQ6u1Vk,100.0,110.0,"[256, 137]"
gUxRhvNbsoE,10.0,20.0,"[0, 426]"
gU1PDdat7Nw,170.0,180.0,[300]
gUKF_nucISY,30.0,40.0,[137]
gUpHlWC4gZ0,10.0,20.0,"[288, 370, 372]"
s_gQs0pnRW4,40.0,50.0,"[300, 343]"
s_JaUM6Hzdk,10.0,20.0,"[137, 458]"
s_LMd1_XN1w,30.0,40.0,[137]
s_nzvDUPsCU,0.0,10.0,"[0, 379]"
s_0sJckueug,590.0,600.0,"[298, 283]"
s_FRrNNlP_I,70.0,80.0,"[0, 388]"
JyxIO7E9Nr0,60.0,70.0,"[137, 27]"
JygSv3QnL5M,40.0,50.0,"[0, 56, 3]"
Jy5ZMSsjqVg,20.0,30.0,"[0, 513]"
JyhdgRzK1MM,30.0,40.0,"[0, 72]"
JyQxYlVN7HU,60.0,70.0,"[0, 137, 72]"
JyTDKxZfafM,30.0,40.0,"[137, 482]"
JySp6TNxk0w,60.0,70.0,"[0, 491]"
JyOo3fgBbUo,20.0,30.0,"[0, 26]"
5GRy0IXTebA,100.0,110.0,[137]
5GaoIgyFiWc,30.0,40.0,"[137, 27]"
5G5KyBSU1AI,70.0,80.0,[404]
5GI9PTo6iCI,30.0,40.0,[137]
5Gy3kuhnJNE,50.0,60.0,"[137, 281]"
5GQW_-DdCUg,17.0,27.0,"[0, 137, 52]"
b8aC8b8iJIY,260.0,270.0,[380]
b8wOZNp5sOo,130.0,140.0,[72]
b8AEdmKJebU,140.0,150.0,"[0, 300, 509]"
b88bOFldmw0,30.0,40.0,"[491, 404]"
ouuunMSSsk8,230.0,240.0,"[0, 437]"
oujahEKIQv0,10.0,20.0,"[0, 39]"
ounuqB2f91I,170.0,180.0,"[511, 463]"
ousAf4RDemU,30.0,40.0,[366]
ou31_1I4q4o,60.0,70.0,[444]
ouzbZBZLdwc,70.0,80.0,"[0, 137, 4]"
oufuexSMM-s,210.0,220.0,[137]
ouVuF-y8bog,30.0,40.0,"[137, 517, 511]"
ou3LJpAM4mk,80.0,90.0,"[256, 137, 27, 217]"
MKM3Rs5Kg8c,300.0,310.0,[377]
MKwnxr3ypB4,10.0,20.0,"[0, 458]"
MKqXe4X6g-8,20.0,30.0,"[0, 362]"
MK1NzQm9XaQ,60.0,70.0,[61]
6PTnOjAM-RU,420.0,430.0,[137]
6PquRVe1Wa4,310.0,320.0,[137]
6P26cAGGgI0,30.0,40.0,"[0, 300]"
6PoiNnbAfz4,5.0,15.0,[72]
6Psvd-kYb-0,50.0,60.0,"[0, 354]"
6PWiDlWmPs0,30.0,40.0,"[137, 226, 235]"
iW4gMn9MWcE,560.0,570.0,"[0, 16]"
iWEsrQx6A2U,300.0,310.0,[267]
iWdfhh87RmY,30.0,40.0,"[0, 137, 52, 239]"
iWgN-nGF3i4,120.0,130.0,[137]
iWgsMe52m1Y,30.0,40.0,[137]
xR2p3UED4VU,20.0,30.0,[137]
xRfbWrI03gc,30.0,40.0,[137]
xR3zwbb4w1c,130.0,140.0,"[0, 137, 475]"
xRXoxxhHhV8,20.0,30.0,[137]
pc-JUIGSZds,130.0,140.0,[72]
pcWg-laPJac,30.0,40.0,[137]
pcbsRJ5xgNA,160.0,170.0,"[0, 526]"
pcYrTCGKyrU,30.0,40.0,"[0, 7]"
pcO_jATN1zc,10.0,20.0,"[288, 444]"
pcRhhSdpbqg,30.0,40.0,"[0, 388]"
pcOPueObfWs,130.0,140.0,[137]
tgnE_kNAkZI,470.0,480.0,"[0, 506, 404]"
tgSZdK0rkTA,80.0,90.0,"[0, 41]"
tg6UK0QcDE4,180.0,190.0,"[248, 137, 229]"
o5FgJkRDaxc,590.0,600.0,"[0, 506, 54]"
o5U1bnN0kz8,30.0,40.0,[72]
bneM5z0aueM,7.0,17.0,[458]
bnjY4k3Pk5Y,20.0,30.0,"[0, 137, 374, 375]"
bnTxTz2ToZY,30.0,40.0,"[137, 270]"
bnW8Tfwb-DQ,30.0,40.0,"[404, 486]"
bnohizQcIo0,0.0,10.0,"[0, 137, 4]"
bnC95hU7G_M,40.0,50.0,[267]
bnVgiMKYhy8,530.0,540.0,"[384, 507]"
bn4YDmNyL8U,50.0,60.0,"[0, 137, 513]"
-cWrzrfVdMQ,250.0,260.0,[426]
-cQV8iXK3pQ,0.0,10.0,[426]
-cLzki-B06o,30.0,40.0,"[137, 227]"
-cQ-jUTEgck,30.0,40.0,"[264, 137]"
-cVFtuOI5uo,23.0,33.0,"[0, 137, 444]"
-cUFMQCB2dA,270.0,280.0,[137]
b4bIubTJPdM,90.0,100.0,[137]
b4Np6bQT_Cw,290.0,300.0,[387]
b4z9DHFH1a0,19.0,29.0,[72]
b4TXYzrXQZ4,30.0,40.0,"[137, 267]"
Db06mHi_gaY,10.0,20.0,"[0, 8, 69]"
DbQdgOVOjSU,30.0,40.0,"[272, 137, 270, 513]"
DbQn-yYDbTQ,380.0,390.0,"[0, 506, 363]"
DbUJsbGLJUo,230.0,240.0,[418]
DbYWiXxzSSM,170.0,180.0,[137]
8CCSPJ2PMuE,0.0,10.0,[137]
8CHNVBfzZhQ,240.0,250.0,"[0, 491]"
8CW9y10BOwQ,30.0,40.0,[437]
8CSEdu59kss,180.0,190.0,"[256, 137]"
8C2Vd4RPLDo,30.0,40.0,[485]
8CtGons_X48,30.0,40.0,"[288, 283]"
vDk38dJu_us,40.0,50.0,"[0, 444]"
vDxsGue08JI,70.0,80.0,"[0, 59]"
vDLapSS4HRk,30.0,40.0,"[0, 72]"
vDqjk41i1Qs,30.0,40.0,[388]
vDxz8bpqOMU,50.0,60.0,[137]
vDmUlgsDOP4,170.0,180.0,"[137, 281]"
8LCredoNWN4,160.0,170.0,[380]
8LP_wbFLaJE,30.0,40.0,"[256, 137]"
8LUnkJPz_V8,340.0,350.0,[300]
8LP3HwjDseA,0.0,10.0,[484]
8LYWfpPUokc,330.0,340.0,[137]
8L4Qi6TjdiI,10.0,20.0,"[41, 49]"
8L32jH61YPU,80.0,90.0,"[248, 137, 266]"
8L_Bg9pScfQ,10.0,20.0,[404]
8LCbldfHczs,320.0,330.0,"[0, 16]"
KFwV265PQCY,160.0,170.0,[137]
KFVIKa8jfKs,0.0,10.0,"[137, 463]"
KF0p6rcA6pw,14.0,24.0,"[0, 388]"
KF26zBFsheA,30.0,40.0,"[0, 513]"
KF9bYwkQvBk,430.0,440.0,[137]
eCC6ZbZvG8I,90.0,100.0,[300]
eCAhwJeE5dE,30.0,40.0,"[491, 404]"
eCD7t_WVELI,30.0,40.0,"[0, 137, 5]"
eCyMTN6Hg5k,140.0,150.0,"[137, 253, 462]"
J1AM2MK_18g,30.0,40.0,"[0, 7]"
J1sQvMmsOdA,280.0,290.0,[426]
J1DAJCRbVko,30.0,40.0,"[137, 219]"
J1aXzjweBM8,30.0,40.0,[441]
J18JBymowkA,190.0,200.0,[137]
J1nIXpnMe1U,30.0,40.0,[137]
J1_JJiaAwqk,80.0,90.0,"[27, 219]"
jbXOZjhIfZI,70.0,80.0,"[0, 137, 514]"
jbyVJdDlo2Q,40.0,50.0,[137]
jbVDJwBB78M,10.0,20.0,[137]
86FHP_bwdBM,17.0,27.0,[354]
86ocByf5Kao,0.0,10.0,[383]
86YDiQjYU1U,40.0,50.0,[137]
86L-FBhorhA,30.0,40.0,[426]
W_BfYIHg7j4,50.0,60.0,"[0, 506, 61]"
W_979HkE4EI,30.0,40.0,[137]
W_nugIRtchs,350.0,360.0,"[137, 497]"
W_1YEyhD3ko,140.0,150.0,"[388, 300]"
W_WsiAH3m3U,0.0,10.0,[501]
W_zgEkvp4xU,140.0,150.0,"[256, 137]"
W_K-o9jP4tQ,80.0,90.0,"[0, 418, 510]"
W_DsHCic534,20.0,30.0,[271]
W_WydSHOfhg,30.0,40.0,"[256, 137]"
W_MZo88gzrA,50.0,60.0,"[265, 27]"
W_BBLweC2_Q,10.0,20.0,"[0, 506, 499, 54]"
W_F2LksmCI8,20.0,30.0,"[0, 375]"
amvaj68CwfM,270.0,280.0,[482]
ammKLbpCiwU,10.0,20.0,[137]
s9ezgAzdIZ0,150.0,160.0,"[418, 437]"
s9_p3Qh8m58,20.0,30.0,[137]
s9P0PRt5IKY,0.0,10.0,[64]
s9Dx_Gq_AQI,30.0,40.0,[404]
