video_id,start_time_seconds,end_time_seconds,labels
4-MVa_JAapU,30.0,40.0,"['Speech', 'Noise']"
RdKQGIzKZ_c,420.0,430.0,"['Music', 'Reverberation']"
Rd0igPw8Xoc,8.0,18.0,"['Speech', 'Water']"
RdQWZQqJuqo,20.0,30.0,['Explosion']
dkaPAIFCE-c,40.0,50.0,"['Speech', 'Noise', 'Outside, rural or natural']"
dyNbC_W0W50,480.0,490.0,"['Speech', 'Hands']"
dybarNq-Nmk,230.0,240.0,['Noise']
dy17oqEKlqQ,110.0,120.0,['Music']
dyeyLMte3Jc,30.0,40.0,['Animal']
dySxke1W8k0,220.0,230.0,['Animal']
dyinc11sXpo,270.0,280.0,['Wood']
G16Tk0yfR0Q,7.0,17.0,"['Speech', 'Vehicle', 'Bicycle']"
G1zYc7B4m3E,210.0,220.0,['Alarm']
G1dURV3JUXY,50.0,60.0,['Animal']
G12mV95lSGY,310.0,320.0,['Animal']
G1gm5FyHpw0,160.0,170.0,['Applause']
G18Nt0ZeEJQ,30.0,40.0,['Music']
G13CgKfhE2s,30.0,40.0,['Animal']
G13NEVAm6-o,30.0,40.0,['Music']
G1u1FiJeQN4,30.0,40.0,"['Water', 'Toilet flush']"
G1ShDE6RHN8,9.0,19.0,['Arrow']
2tjEckdpSW0,27.0,37.0,['Animal']
2tzmsEX6Jf8,40.0,50.0,['Alarm']
2tFq2xVrceY,250.0,260.0,"['Music', 'Singing', 'Music of Asia']"
2tuCtiO7px0,160.0,170.0,['Environmental noise']
2tfiDS7q4gE,490.0,500.0,"['Dishes, pots, and pans', 'Cutlery, silverware']"
2t-2M-FoZkQ,0.0,10.0,"['Speech', 'Alarm']"
2tgqrxUIozQ,0.0,10.0,"['Speech', 'Alarm']"
2tgV8Eaz9-U,370.0,380.0,['Sniff']
qlH9XG3Gbmo,0.0,10.0,"['Speech', 'Crying, sobbing']"
qlYhPNw7OiU,30.0,40.0,"['Speech', 'Music', 'Animal']"
qlklggFvAZs,30.0,40.0,"['Music of Africa', 'Music', 'Reggae']"
qlqJF5yPmUc,60.0,70.0,['Music']
AxrZJAOUe5w,490.0,500.0,"['Music', 'Explosion']"
AxSqsHVKgpc,0.0,10.0,['Animal']
AxMMB8fgXPI,20.0,30.0,"['Speech', 'Keys jangling']"
Axov9pRGK7s,30.0,40.0,"['Alarm', 'Vehicle']"
SuRykITj71Q,240.0,250.0,"['Water', 'Water tap, faucet', 'Sink (filling or washing)']"
SulYa3RQW3A,80.0,90.0,"['Speech', 'Water', 'Liquid']"
qpyd-DlH5Zw,330.0,340.0,"['Speech', 'Animal']"
qpN3Aqrr8mg,140.0,150.0,"['Music', 'Music for children']"
qpYjBoelWT4,30.0,40.0,['Animal']
qp5IlCXSrU8,10.0,20.0,"['Music', 'Song', 'Singing']"
qphzdzbKB8w,30.0,40.0,"['Speech', 'Animal']"
qpGTwFADjek,30.0,40.0,['Music']
qp4Ubx7WOAQ,0.0,10.0,"['Music', 'Rock music', 'Breaking']"
qp68fEMcAgM,310.0,320.0,['Tools']
qpVLafAN8Dk,20.0,30.0,['Laughter']
qpOs6i2X_0I,30.0,40.0,"['Speech', 'Water']"
qpwjSTEaswI,90.0,100.0,"['Pop music', 'Music', 'Zing', 'Electronic music']"
qpbHsLleMo8,0.0,10.0,"['Music', 'Door', 'Inside, large room or hall']"
Z9q39C0FxXs,230.0,240.0,['Mechanisms']
Z9KIATVI1do,30.0,40.0,"['Speech', 'Children playing']"
Z9Eo6INrPW4,280.0,290.0,['Music of Latin America']
Z9J-QsBcZs8,90.0,100.0,"['Ding', 'Dishes, pots, and pans', 'Clang']"
Z9r6Ebo9EW0,11.0,21.0,['Zipper (clothing)']
t3zeNkXa0CM,290.0,300.0,"['Speech', 'Alarm', 'Mechanisms']"
t3Y9Za9roJM,30.0,40.0,['Music']
t3w7iwpgmTw,300.0,310.0,"['Smash, crash']"
t3MjlZCv_xY,160.0,170.0,['Clicking']
t3758pixHZY,340.0,350.0,"['New-age music', 'Electronic music']"
t3m7FOXOLbY,360.0,370.0,['Animal']
t3-xANiQrho,320.0,330.0,['Music']
c3QmxfOympg,50.0,60.0,['Breathing']
c3CbTKKCquE,30.0,40.0,"['Music', 'Singing']"
c3gL0VfPZJg,280.0,290.0,"['Music', 'Sine wave']"
c39jYgsvUOY,150.0,160.0,"['Speech', 'Conversation']"
c3jKH_VWDuw,80.0,90.0,['Animal']
c3T1gWSVp6c,140.0,150.0,"['Music of Latin America', 'Music']"
c31HkFqWLAk,70.0,80.0,"['Vehicle', 'Engine']"
F8vCpX0OUUI,30.0,40.0,['Rumble']
F8TXLPrzvME,60.0,70.0,['Mechanisms']
F8Zt3mYlOqU,90.0,100.0,['Animal']
F8gNKcem_1M,80.0,90.0,"['Keys jangling', 'Vehicle']"
F8lBDnu-afQ,120.0,130.0,['Vehicle']
F8wGRd9332s,30.0,40.0,['Music']
vGkdEGzt3SQ,230.0,240.0,['Explosion']
vG0QJ3bjfqk,220.0,230.0,['Music']
vGQMNsxqXno,90.0,100.0,"['Wind', 'Mechanisms']"
vGdfIUCkVEU,100.0,110.0,"['Speech', 'Screaming']"
vGd6Z1DHbNE,0.0,10.0,"['Speech', 'Noise', 'Outside, rural or natural']"
vG0FGgJlDGw,30.0,40.0,['Music']
qQvZN9De6jk,0.0,10.0,['Animal']
qQvFxArQnxw,110.0,120.0,"['Speech', 'Music', 'Boing']"
qQftDhgC51A,90.0,100.0,['Fire']
qQpYLHEnu28,30.0,40.0,"['Speech', 'Engine']"
qQXDD_qpblY,240.0,250.0,"['Clicking', 'Vehicle']"
qQ4XR5tnDdg,40.0,50.0,"['Speech', 'Water', 'Liquid']"
pE4ckWU11NA,560.0,570.0,"['Speech', 'Vehicle', 'Bicycle', 'Outside, rural or natural']"
pELIBvAnbkY,170.0,180.0,"['Pop music', 'Music', 'Rhythm and blues', 'Hip hop music']"
pEnzIOeXAzI,150.0,160.0,['Animal']
pExh2tAcfOM,30.0,40.0,"['Speech', 'Basketball bounce', 'Bouncing']"
pEwS6giexfg,20.0,30.0,"['Vehicle', 'Outside, urban or manmade', 'Engine']"
HZywXtkSiCE,10.0,20.0,"['Speech', 'Chatter', 'Outside, urban or manmade']"
HZGRubkzUHw,30.0,40.0,"['Animal', 'Music']"
HZyGvoZ0Tag,13.0,23.0,['Coin (dropping)']
HZkf_MYRRnU,60.0,70.0,"['Speech', 'Breathing']"
HZVKl0q1WI4,40.0,50.0,"['Laughter', 'Inside, small room']"
HZiZYd9DE9Q,100.0,110.0,"['Speech', 'Alarm']"
HZJGb67aTnw,50.0,60.0,"['Music', 'Scary music']"
HZ_ipIfm_Fg,0.0,10.0,['Alarm']
HZhuIUFjCKo,30.0,40.0,"['Speech', 'Animal']"
BN63M3_lPCQ,170.0,180.0,"['Speech', 'Music', 'Traditional music']"
BNb8AV5xz20,24.0,34.0,"['Speech', 'Music', 'Alarm']"
BNJh10pkuAw,170.0,180.0,"['Speech', 'Alarm', 'Vehicle']"
vo-o3dG8Oq0,30.0,40.0,"['Music', 'Country']"
voHJul8HHVE,40.0,50.0,"['Speech', 'Burping, eructation']"
voufpP56Sgw,30.0,40.0,['Animal']
voFGIdOfwew,530.0,540.0,['Vehicle']
vox5sVAAKpc,0.0,10.0,['Vehicle']
gi-Ajdnpfdc,30.0,40.0,"['Speech', 'Wood']"
giQhC1o1F18,30.0,40.0,['Vacuum cleaner']
giZni6C5rKk,110.0,120.0,['Music']
y63vbjQjajs,110.0,120.0,['Animal']
y6iMm7Pltq0,30.0,40.0,"['Music', 'Wedding music', 'Classical music']"
y62kbFHfdX0,300.0,310.0,"['Speech', 'Mechanisms']"
y6jEec1e6Gw,30.0,40.0,"['Speech', 'Engine']"
y6EpGVIotA0,300.0,310.0,"['Speech', 'Music', 'Alarm']"
y6tnyCHq6xE,80.0,90.0,['Animal']
y6R58_iLdJA,1.0,11.0,['Animal']
y6aPTI3QuMY,3.0,13.0,"['Speech', 'Zipper (clothing)']"
ssB_RSbKKS4,10.0,20.0,"['Speech', 'Music', 'Inside, small room', 'Animal']"
sspVoY8hZEY,110.0,120.0,"['Speech', 'Cough']"
YxAgqTvPel0,30.0,40.0,"['Echo', 'Music']"
YxVcJ81cUG8,30.0,40.0,['Animal']
Yx7dmtaNbZY,260.0,270.0,"['Speech', 'Biting']"
YxkYVsE0UdQ,50.0,60.0,"['Music', 'Reverberation']"
YxQzJweGS2c,160.0,170.0,"['Music', 'Music for children', 'Lullaby']"
YxpZFn8EojQ,30.0,40.0,"['Noise', 'Vehicle', 'Engine']"
YxRbaNArrdA,400.0,410.0,"['Speech', 'Noise', 'Fire', 'Vehicle']"
YxbbDLfaO3A,30.0,40.0,"['Music', 'Alarm']"
Yxdd4q90B0E,20.0,30.0,"['Water', 'Wind', 'Vehicle']"
YxZuWRiKvZw,40.0,50.0,['Engine']
w3z2TceWhzE,40.0,50.0,['Laughter']
w3YFcMnl_dE,460.0,470.0,['Alarm']
w35p3oCU0g4,20.0,30.0,['Music']
w3gb47Cb5Ko,50.0,60.0,['Music']
RMcuQrVFhDk,30.0,40.0,"['Water', 'Animal']"
RMjmuLRyyKE,0.0,10.0,"['Speech', 'Explosion', 'Outside, rural or natural']"
RMWlTF-56oE,30.0,40.0,"['Exciting music', 'Music']"
RM4IjR3DtrQ,60.0,70.0,"['Music', 'Vocal music']"
RM0RELBtdfc,490.0,500.0,['Music']
Jfk8E7OSzHk,30.0,40.0,['Vehicle']
Jfo33STND68,30.0,40.0,"['Music', 'Singing', 'Music of Asia']"
JfIg56zviXQ,30.0,40.0,"['Speech', 'Shuffling cards']"
JfQZeAIHg3s,70.0,80.0,['Explosion']
YBRq3iGL9Ww,70.0,80.0,['Music']
YB59UCftnr8,0.0,10.0,['Basketball bounce']
YB28WMv7wUE,0.0,10.0,"['Music', 'Scary music']"
YByNLBvfpiw,370.0,380.0,"['Tools', 'Wood']"
YB_PzRgHOeo,30.0,40.0,"['Funk', 'Music']"
YBbvQ0RPrG8,100.0,110.0,"['Speech', 'Music', 'Electronic tuner']"
YB3n7rkGq3I,240.0,250.0,['Sidetone']
YBCYwcqxRQU,80.0,90.0,"['Inside, small room', 'Babbling']"
vqodL2vPir8,200.0,210.0,"['Speech', 'Inside, small room', 'Liquid']"
vqVsEaMWYJQ,360.0,370.0,"['Vehicle', 'Outside, urban or manmade']"
vqdE6gs3xMs,260.0,270.0,['Animal']
vqhJYScDw9k,190.0,200.0,"['Alarm', 'Vehicle']"
vqAvctqSzmg,60.0,70.0,['Cupboard open or close']
vqiAPslxrqI,50.0,60.0,"['Speech', 'Laughter']"
vqRFzhWik2c,240.0,250.0,"['Music', 'Rhythm and blues', 'Singing', 'Hip hop music']"
bpYciusD_Bo,10.0,20.0,"['Shout', 'Music']"
bpM749nf0Xw,110.0,120.0,"['Speech', 'Breathing']"
bpKr8FCVfm8,210.0,220.0,['Sonar']
bpcy8yPHk6I,200.0,210.0,"['Animal', 'Walk, footsteps']"
bpjMpKxsBAs,490.0,500.0,['Music']
bp9zcy-gjS8,90.0,100.0,['Electronic music']
bp8lYEd5vm0,160.0,170.0,['Music']
2UnlMwW8nyI,30.0,40.0,"['Music', 'Tender music']"
2USN_O7wvks,30.0,40.0,"['Music', 'Singing']"
2UY_-oF1vqo,30.0,40.0,"['Music', 'Blues']"
2Ui85-AOLyo,30.0,40.0,"['Music', 'Scratch', 'Inside, small room']"
ENYQkXnG860,130.0,140.0,['Water']
ENQHBEQwnqQ,30.0,40.0,"['Speech', 'Sneeze', 'Music']"
EN5mN3xpQ-s,180.0,190.0,"['Music', 'Singing']"
ENRuuwVZrpY,80.0,90.0,"['Animal', 'Music']"
ENULEDUk3QU,30.0,40.0,['Sine wave']
EN_FOFkxAEw,240.0,250.0,['Music']
ENijCtYalGA,280.0,290.0,"['Speech', 'Inside, large room or hall', 'Hands']"
lsVvktXypc4,330.0,340.0,['Arrow']
lst8dwdCJAo,120.0,130.0,['Music']
lsrlvha5Z_M,10.0,20.0,"['Vehicle', 'Outside, urban or manmade']"
x0QrWlWcft0,60.0,70.0,['Music']
x02-MYAXrps,2.0,12.0,"['Speech', 'Music']"
x0JRvgGFTBc,0.0,10.0,['Music']
Lhyr_FUQb8M,240.0,250.0,['Blender']
Lhw0H3P4zUE,190.0,200.0,['Music']
LhoAhixpQUc,10.0,20.0,"['Speech', 'Inside, small room', 'Liquid']"
LhL_F9wQSvg,320.0,330.0,"['Speech', 'Cupboard open or close']"
Lh-PtHsdFeA,340.0,350.0,"['Speech', 'Music', 'Door']"
Lhi3z3NnhbA,50.0,60.0,['Electronic music']
LhVooeKuLf0,490.0,500.0,"['Outside, rural or natural', 'Toothbrush']"
x9XWxD6cJuY,90.0,100.0,"['Speech', 'Music', 'Alarm']"
x9cAvskF76k,30.0,40.0,"['Speech', 'Laughter']"
x91bXKFupMQ,480.0,490.0,"['Music', 'Singing', 'Christmas music']"
x9Kkv8j42mI,30.0,40.0,"['Speech', 'Music', 'Female speech, woman speaking']"
x9bcsYF_by8,230.0,240.0,['Music']
x9P9Xy6qiHA,20.0,30.0,"['Speech', 'Hiccup']"
x9xXU30ktcY,50.0,60.0,"['Music', 'Electronic music']"
x9WOvz9AOLk,170.0,180.0,['Sizzle']
kLdHpgN9kwU,10.0,20.0,"['Speech', 'Music', 'Heart sounds, heartbeat']"
kLEyxQv3l0U,0.0,10.0,['Music']
kLKqm-SRBW0,30.0,40.0,"['Speech', 'Whispering']"
kLh99VaBZ0I,90.0,100.0,['Pulse']
ZDB9fuxt1zc,30.0,40.0,['Music']
ZDPqrA4-jK0,30.0,40.0,['Wind']
ZDCIKxL-hEY,40.0,50.0,['Music']
ZDlbmp_qaa8,140.0,150.0,['Tools']
ZD6bQ3DQSLA,210.0,220.0,"['Music', 'Singing', 'Roll', 'Rock music']"
ZDusM6OE1DE,40.0,50.0,"['Music', 'Dance music']"
ZDqn4RgvUdQ,0.0,10.0,['Music']
ZDrgMLTZd60,400.0,410.0,"['Speech', 'Microwave oven']"
ZDXdfTiynus,50.0,60.0,"['Speech', 'Laughter', 'Music']"
gsc_hF1Q88M,11.0,21.0,"['Speech', 'Laughter', 'Music']"
gsiHd1slzFg,20.0,30.0,"['Liquid', 'Toilet flush']"
gsXs1jCfR_A,250.0,260.0,['Hair dryer']
gsIB8HjsRtw,100.0,110.0,"['Music', 'Country']"
gsEk62Efbh4,140.0,150.0,"['Music of Latin America', 'Music']"
f0SxaRjXhEA,60.0,70.0,['Door']
f0QgJBvfEpc,30.0,40.0,"['Speech', 'Laughter']"
f0nYKgkFvMM,7.0,17.0,"['Crying, sobbing']"
f0-p4aQwUWY,170.0,180.0,['Animal']
f0diQ4g3vuY,30.0,40.0,['Vehicle']
aR6rdYh_UpQ,40.0,50.0,['Music']
aRGAnD12qdw,40.0,50.0,['Music']
aRb7xGc92aE,30.0,40.0,['Chopping (food)']
hVikKRODjbI,110.0,120.0,"['Music', 'Music for children', 'Breaking']"
hVS6bB3VFoQ,210.0,220.0,"['Water', 'Liquid']"
hVkLZhHG8UI,180.0,190.0,['Crunch']
hV90uHHAgxc,130.0,140.0,['Music']
hVXaWkX_KOw,430.0,440.0,['Explosion']
hV1vyMps9i0,170.0,180.0,"['Shout', 'Crowd']"
hVZKJt4WzxM,20.0,30.0,['Soul music']
hVVrl9FkKnY,240.0,250.0,"['Music', 'Blues']"
q_rPTSzG_xE,30.0,40.0,['Ding']
q_ClDJNpFV8,60.0,70.0,"['Music', 'Sonar']"
q_o1hV7pQQM,90.0,100.0,"['Music', 'Roll']"
gUnmimbP_lE,10.0,20.0,['Whistling']
gUBxjQ6u1Vk,100.0,110.0,"['Music of Africa', 'Music']"
gUxRhvNbsoE,10.0,20.0,"['Speech', 'Explosion']"
gU1PDdat7Nw,170.0,180.0,['Vehicle']
gUKF_nucISY,30.0,40.0,['Music']
gUpHlWC4gZ0,10.0,20.0,"['Water', 'Water tap, faucet', 'Bathtub (filling or washing)']"
s_gQs0pnRW4,40.0,50.0,"['Vehicle', 'Engine']"
s_JaUM6Hzdk,10.0,20.0,"['Music', 'Arrow']"
s_LMd1_XN1w,30.0,40.0,['Music']
s_nzvDUPsCU,0.0,10.0,"['Speech', 'Keys jangling']"
s_0sJckueug,590.0,600.0,"['Fire', 'Wind']"
s_FRrNNlP_I,70.0,80.0,"['Speech', 'Alarm']"
JyxIO7E9Nr0,60.0,70.0,"['Music', 'Singing']"
JygSv3QnL5M,40.0,50.0,"['Speech', 'Gargling', 'Child speech, kid speaking']"
Jy5ZMSsjqVg,20.0,30.0,"['Speech', 'Noise']"
JyhdgRzK1MM,30.0,40.0,"['Speech', 'Animal']"
JyQxYlVN7HU,60.0,70.0,"['Speech', 'Music', 'Animal']"
JyTDKxZfafM,30.0,40.0,"['Music', 'Ping']"
JySp6TNxk0w,60.0,70.0,"['Speech', 'Clicking']"
JyOo3fgBbUo,20.0,30.0,"['Speech', 'Sigh']"
5GRy0IXTebA,100.0,110.0,['Music']
5GaoIgyFiWc,30.0,40.0,"['Music', 'Singing']"
5G5KyBSU1AI,70.0,80.0,['Mechanisms']
5GI9PTo6iCI,30.0,40.0,['Music']
5Gy3kuhnJNE,50.0,60.0,"['Music', 'Angry music']"
5GQW_-DdCUg,17.0,27.0,"['Speech', 'Music', 'Shuffle']"
b8aC8b8iJIY,260.0,270.0,['Coin (dropping)']
b8wOZNp5sOo,130.0,140.0,['Animal']
b8AEdmKJebU,140.0,150.0,"['Speech', 'Vehicle', 'Outside, urban or manmade']"
b88bOFldmw0,30.0,40.0,"['Clicking', 'Mechanisms']"
ouuunMSSsk8,230.0,240.0,"['Speech', 'Wood']"
oujahEKIQv0,10.0,20.0,"['Speech', 'Grunt']"
ounuqB2f91I,170.0,180.0,"['Effects unit', 'Reverberation']"
ousAf4RDemU,30.0,40.0,['Chopping (food)']
ou31_1I4q4o,60.0,70.0,['Liquid']
ouzbZBZLdwc,70.0,80.0,"['Speech', 'Music', 'Conversation']"
oufuexSMM-s,210.0,220.0,['Music']
ouVuF-y8bog,30.0,40.0,"['Music', 'Distortion', 'Reverberation']"
ou3LJpAM4mk,80.0,90.0,"['Music of Africa', 'Music', 'Singing', 'Hip hop music']"
MKM3Rs5Kg8c,300.0,310.0,['Vacuum cleaner']
MKwnxr3ypB4,10.0,20.0,"['Speech', 'Arrow']"
MKqXe4X6g-8,20.0,30.0,"['Speech', 'Cupboard open or close']"
MK1NzQm9XaQ,60.0,70.0,['Hands']
6PTnOjAM-RU,420.0,430.0,['Music']
6PquRVe1Wa4,310.0,320.0,['Music']
6P26cAGGgI0,30.0,40.0,"['Speech', 'Vehicle']"
6PoiNnbAfz4,5.0,15.0,['Animal']
6Psvd-kYb-0,50.0,60.0,"['Speech', 'Door']"
6PWiDlWmPs0,30.0,40.0,"['Music', 'Rhythm and blues', 'Jazz']"
iW4gMn9MWcE,560.0,570.0,"['Speech', 'Laughter']"
iWEsrQx6A2U,300.0,310.0,['Background music']
iWdfhh87RmY,30.0,40.0,"['Speech', 'Music', 'Shuffle', 'Electronic music']"
iWgN-nGF3i4,120.0,130.0,['Music']
iWgsMe52m1Y,30.0,40.0,['Music']
xR2p3UED4VU,20.0,30.0,['Music']
xRfbWrI03gc,30.0,40.0,['Music']
xR3zwbb4w1c,130.0,140.0,"['Speech', 'Music', 'Scrape']"
xRXoxxhHhV8,20.0,30.0,['Music']
pc-JUIGSZds,130.0,140.0,['Animal']
pcWg-laPJac,30.0,40.0,['Music']
pcbsRJ5xgNA,160.0,170.0,"['Speech', 'Field recording']"
pcYrTCGKyrU,30.0,40.0,"['Speech', 'Speech synthesizer']"
pcO_jATN1zc,10.0,20.0,"['Water', 'Liquid']"
pcRhhSdpbqg,30.0,40.0,"['Speech', 'Alarm']"
